"name","city","state","zip"
"King's Flowers","Rockford","IL","61108"
"Chestnut Florist","Winnetka","IL","60093"
"Palmer Florist Inc","Westchester","IL","60154"
"Rhodes Florist","Chicago","IL","60619"
"McCausland-Garrity Funeral Home Inc.","Waukegan","IL","60085"
"Gracie's Petals","Winfield","IL","60190"
"Simply Flowers Inc","Wilmette","IL","60091"
"Pump House Flowers","Woodstock","IL","60098"
"Ruben Flower","Miami","FL","33133"
"Akron Floral Gift","Akron","IN","46910"
"Heavenly Creations","Zion","IL","60099"
"Yanni Design Studio","Wheeling","IL","60090"
"Logli Supermarkets-Rockford","Rockford","IL","61103"
"Hull Florist Links","Springfield","IL","62703"
"Katydidit","Yorkville","IL","60560"
"Des Plaines Floral Design","Winnetka","IL","60093"
"Scarlet Petal","Westmont","IL","60559"
"La Salle Flowers","Chicago","IL","60654"
"Ousley's Harvest Gardens","Alexandria","IN","46001"
"A Thyme To Remember","Albion","IN","46701"
"Petals N' Bloom","Woodstock","IL","60098"
"Pope's Florist Ltd","Waukegan","IL","60085"
"Gracies Petals","Winfield","IL","60190"
"Events by Flowers","Yorkville","IL","60560"
"Prufrock Floral","Winnetka","IL","60093"
"Jerome Florist Directory","Springfield","IL","62704"
"Kwiaty Polskie","Wheeling","IL","60090"
"House Of Creations","Zion","IL","60099"
"Morning Glory Flower Shop","Wilmette","IL","60091"
"Creations by Olga","Miami","FL","33165"
"Posy Shop","Anderson","IN","46012"
"Halsey's Country Flowers","Angola","IN","46703"
"Enders Flowers","Rockford","IL","61107"
"Carmel Florist","Arcadia","IN","46030"
"Flower Pak Inc","Westmont","IL","60559"
"Lily of the Valley Flowers and Gifts","Albion","IN","46701"
"Busse-Thomas Flowers Greenhouses","Woodstock","IL","60098"
"The Sprinkling Can","Auburn","IN","46706"
"Aurora Floral Shop","Aurora","IN","47001"
"Lori's Gifts","Zion","IL","60099"
"Water Lily Flower Shop","Chicago","IL","60656"
"Flowers For You","Waukegan","IL","60085"
"Yorkville Flower Shoppe","Yorkville","IL","60560"
"Arrangement Flowers","Anderson","IN","46011"
"Afi Flowers Chicago","Wilmette","IL","60091"
"Schnucks Florists Gifts","Rockford","IL","61109"
"ABM Floral Studio","Wheeling","IL","60090"
"Prosek's Greenhouses","Winfield","IL","60190"
"Advance Floral Designs Inc","Springfield","IL","62704"
"Angola Florist and Gifts","Angola","IN","46703"
"A Aahh Flowers Gifts","Westmont","IL","60559"
"Daffodilly's Flowers Gifts","Batesville","IN","47006"
"Avon Florist","Avon","IN","46123"
"Forty One Flower Shop","Attica","IN","47918"
"Candie's Creations","Zion","IL","60099"
"West End Flower Shop","Bedford","IN","47421"
"Flowers by Vicki","Aurora","IN","47001"
"Flowers By Mary Jane","Anderson","IN","46016"
"Ten Eyck Florists","Auburn","IN","46706"
"P S Flowers","Wheaton","IL","60189"
"Homemade By Lori Flowers Gifts","Austin","IN","47102"
"Chicago Arts Crafts Inc","Wheeling","IL","60090"
"Italian Court Flowers Inc","Chicago","IL","60622"
"Apple Creek Flowers","Woodstock","IL","60098"
"Petals N Lace","Springfield","IL","62707"
"Hoffmann Hubert Sons Inc","Wilmette","IL","60091"
"Hilander Foods, Inc.-Rockford","Rockford","IL","61108"
"Bakers Acres","Angola","IN","46703"
"Creation Station Flowers Gifts Inc","Miami","FL","33186"
"Westmont Floral Shop","Westmont","IL","60559"
"Rue DE Fleurs","Avon","IN","46123"
"Fischmer's Floral Shoppe","Batesville","IN","47006"
"Blooming House Flowers","Berne","IN","46711"
"CHAROLETTE'S FLOWERS LLC","Aurora","IN","47001"
"Attica Floral Co","Attica","IN","47918"
"Floyds Flowers Bloomfield","Bloomfield","IN","47424"
"Apple Blossom Floral Shoppes","Anderson","IN","46013"
"West End Flower Shop","Bedford","IN","47421"
"Wheaton Florist and Gifts","Wheaton","IL","60187"
"Marti's Tuxedo Shoppe","Austin","IN","47102"
"Petal Pushers","Bicknell","IN","47512"
"A Hidden Garden/Crest of Fine Flowers","Wilmette","IL","60091"
"Garden Valley Greenhouse","Woodstock","IL","60098"
"Kelly's Flower Shop","Chicago","IL","60604"
"Schnucks Florists Gifts","Rockford","IL","61108"
"Fifth Street Flower Shop","Springfield","IL","62703"
"Welp Farm Greenhouse","Birdseye","IN","47513"
"The Funeral Chapel","Bloomington","IN","47401"
"Edelweiss","Berne","IN","46711"
"Posy Pot","Bluffton","IN","46714"
"Nimisa Floral Inc","Miami","FL","33186"
"McNamara Florist (Avon)","Avon","IN","46123"
"George's Floral Gifts","Batesville","IN","47006"
"Floyd's Flowers Gifts","Bloomfield","IN","47424"
"Jack's Greenhouse","Borden","IN","47106"
"Liggett's Floral Shop Greenhouse","Albany","IN","47320"
"Schnucks Florists Gifts","Rockford","IL","61112"
"by Christy Flowers All Hours","Bedford","IN","47421"
"C Ray Designs Inc","Anderson","IN","46012"
"Aurora Floral","Aurora","IN","47001"
"Boonville Flowers","Boonville","IN","47601"
"Chicago Flower Exchange","Chicago","IL","60608"
"Marti's House of Flowers/Gifts","Austin","IN","47102"
"Wilmette Flowers","Wilmette","IL","60091"
"Spring Blooms Gifts","Springfield","IL","62711"
"Flowers Interiors Inc","Bloomington","IN","47404"
"Passion For Detail","Wheaton","IL","60187"
"Heaven Scents Flowers Gifts","Bourbon","IN","46504"
"Flowers By Viviana","Miami","FL","33177"
"A Perfect Blend","Bluffton","IN","46714"
"The Village Greenery","Bremen","IN","46506"
"Daffodilly's Flowers Gifts","Batesville","IN","47006"
"Favorite Flower Shoppe","Anderson","IN","46016"
"A Touch of Grace Flowers Gifts More","Bloomfield","IN","47424"
"Sugar 'N Spice Florist","Brazil","IN","47834"
"Robin's Nest Inc","Boonville","IN","47601"
"The Flowerbed Greenhouse","Bringhurst","IN","46913"
"Candy Bouquet","Rockford","IL","61103"
"Wilmette Flowers","Wilmette","IL","60091"
"Bailey's Flowers Gifts","Bedford","IN","47421"
"Jeffrey Alans","Springfield","IL","62704"
"White Orchid Distinctive Floral","Bloomington","IN","47404"
"The Greenhouse Western Suburbs","Wheaton","IL","60187"
"Metro Flowers At Government Center","Miami","FL","33128"
"Camille's Floral Shop","Bristol","IN","46507"
"The Flower Basket","Bremen","IN","46506"
"Country Squire Florist","Bluffton","IN","46714"
"Blossoms","Anderson","IN","46012"
"The Gooseberry Flower Gift Shop","Batesville","IN","47006"
"Farmhouse Kreations","Bloomfield","IN","47424"
"Robins Nest Green House","Boonville","IN","47601"
"Hampton Henry Floral","Chicago","IL","60605"
"All Flowers By Marisa","Wheaton","IL","60187"
"Bicknell Floral Design","Bicknell","IN","47512"
"West End Florist Garden Center","Wilmette","IL","60091"
"Four Seasons Florist","Brookville","IN","47012"
"Flowers For You By Tarvers","Bedford","IN","47421"
"Ivy Violetts","Brookston","IN","47923"
"Petals From the Heart","Brownstown","IN","47220"
"Hy-Vee","Springfield","IL","62704"
"Bloomington Wholesale Flowers","Bloomington","IN","47401"
"Brownsburg Flower Shop","Brownsburg","IN","46112"
"Vision Flowers Inc","Miami","FL","33173"
"Flower Basket T","Bremen","IN","46506"
"The Dove Loft","Anderson","IN","46016"
"Scott's Food","Bluffton","IN","46714"
"Houser's Greenhouse","Butler","IN","46721"
"M C Greenhouse Inc","Bedford","IN","47421"
"Kountry Krafts","Brookville","IN","47012"
"Carousel Flowers Gifts","Burlington","IN","46915"
"Flowers by Connie Sue","Brownstown","IN","47220"
"County Market","Springfield","IL","62702"
"Randolph Floral Design Ltd","Chicago","IL","60608"
"Out of the Woods Florist","Angola","IN","46703"
"House of Flowers","Camden","IN","46917"
"Bloomington Flower Shop","Bloomington","IN","47403"
"Landy's Flowers By Gerardo Inc","Miami","FL","33155"
"Toles Flowers Inc","Anderson","IN","46016"
"Anytime Floral Gifts","Brownstown","IN","47220"
"Campbellsburg Floral Creations Gifts","Campbellsburg","IN","47108"
"Janets Garden Center","Bluffton","IN","46714"
"Community Hospital of Bremen Gift Shop","Bremen","IN","46506"
"Granma's Little Treasures","Cannelton","IN","47520"
"Brookville Florist and Gifts","Brookville","IN","47012"
"Leahy's Greenhouse","Bedford","IN","47421"
"Piccalily Florist","Bloomington","IN","47401"
"Bakers Acres Floral Greenhouse","Angola","IN","46703"
"Schnucks Florists Gifts","Springfield","IL","62702"
"Ashland Addison Florist","Chicago","IL","60612"
"Country Creations Flower Shop","Carlisle","IN","47838"
"Palmer/Kelley Designs","Carmel","IN","46032"
"Us1 Orchids Ideaas","Miami","FL","33155"
"Moneyhun's Fine Gifts Furnishings","Anderson","IN","46016"
"Henderson Flower Shop","Charlestown","IN","47111"
"The Wooden Apple","Brookville","IN","47012"
"Brownstown Greenhouse Gifts","Brownstown","IN","47220"
"Bloomin Tons Floral Co","Bloomington","IN","47408"
"Paradise Flowers And Gifts","Chicago","IL","60612"
"Glamour Flowers Shop Inc","Miami","FL","33172"
"Schnucks Florists Gifts","Springfield","IL","62704"
"Accent Floral Design","Carmel","IN","46032"
"Clarksville Flowers Gifts","Clarksville","IN","47129"
"Watering Can Florist","Churubusco","IN","46723"
"Kristi Greene DeSigns Inc","Cicero","IN","46034"
"Creative Gifts","Anderson","IN","46012"
"Henderson Flower Shop","Charlestown","IN","47111"
"Lake Effect Florals","Chesterton","IN","46304"
"Sawyers Flowers","Clinton","IN","47842"
"Davis Floral","Clayton","IN","46118"
"Spurgeon Funeral Home Inc","Brownstown","IN","47220"
"Silver Bell Flowers","Cloverdale","IN","46120"
"Carmel Florist and Gifts","Carmel","IN","46032"
"Flower Cart Inc","Chesterton","IN","46304"
"Fleurs De Beausoleil","Coatesville","IN","46121"
"Flower Station Inc","Brownsburg","IN","46112"
"Folger's Four Seasons Florist","Columbus","IN","47201"
"Cicero Florist and Gifts","Cicero","IN","46034"
"Corydon Florist and Gifts","Corydon","IN","47112"
"Provi Y Annie's Florist","Clarksville","IN","47129"
"Bloom North","Bloomington","IN","47403"
"True Colors Floral Artistry","Springfield","IL","62704"
"Rieman's Flower Garden Shop","Connersville","IN","47331"
"Angel Flowers","Miami","FL","33183"
"Clinton Florist and Gifts","Clinton","IN","47842"
"Wabash Valley Flower Shop","Covington","IN","47932"
"Giant Eagle","Anderson","IN","46016"
"Country Flowers","Crawfordsville","IN","47933"
"Aesthetic Cultivations","Clayton","IN","46118"
"Love at First Sight Floral","Carmel","IN","46074"
"Dixon's Flower Shoppe Gardens","Connersville","IN","47331"
"Marsh Supermarkets","Brownsburg","IN","46112"
"Johnston's Gardens Inc","Chesterton","IN","46304"
"Heart Soul Florist","Corydon","IN","47112"
"Marsh Floral Department","Bloomington","IN","47404"
"Amari Arrangements Gifts","Columbus","IN","47201"
"Flowers By Mary Lou, Inc.","Springfield","IL","62704"
"Franklin Flowers Design","Chicago","IL","60608"
"Seven Sisters Florist","Cicero","IN","46034"
"Wabash Valley Flower Shop","Covington","IN","47932"
"Nelson Nursery Greenhouses","Clinton","IN","47842"
"The Garden By Elizabeth","Culver","IN","46511"
"Lasting Impressions Flower Shop","Daleville","IN","47334"
"Nelson Greenhouses","Dana","IN","47847"
"Ruby's Floral Designs More","Cynthiana","IN","47612"
"Trias Flowers and Gifts","Miami","FL","33155"
"K's Blossom Shoppe Inc","Anderson","IN","46013"
"Flowers 'N Things","Crawfordsville","IN","47933"
"Danville Florist","Danville","IN","46122"
"Family Roots Nursery","Dale","IN","47523"
"Keen Blossoms Blooms","Connersville","IN","47331"
"Carmel Florist","Carmel","IN","46032"
"Hickman Flowers Gifts","Corydon","IN","47112"
"Fisher's Flower Basket","Columbus","IN","47201"
"Maud's Hallmark","Demotte","IN","46310"
"Intertwine","Chesterton","IN","46304"
"Among the Roses","Bloomington","IN","47401"
"SHAILA FLOWERS","Chicago","IL","60608"
"The Grainery","Decatur","IN","46733"
"Flower Shoppe II","Delphi","IN","46923"
"Flowers Gifts Of Love","Dillsboro","IN","47018"
"Aventura Florist","Miami","FL","33180"
"Bobbi's Greenhouse","Depauw","IN","47115"
"Doug Frederick Greenhouse","Corydon","IN","47112"
"Clark's Flower Shop Garden Center","Connersville","IN","47331"
"Jenkins Family Greenhouses","Dale","IN","47523"
"Marion's Greenhouse","Deputy","IN","47230"
"Cindy's Flower Market at Elsbury's","Columbus","IN","47201"
"Dutch Girlz Dezigns","Demotte","IN","46310"
"Flower by Just Dawney","Danville","IN","46122"
"Ryan's Flowers","Crawfordsville","IN","47933"
"Oberer's Flowers","Carmel","IN","46032"
"The Flower Cart, Inc","Chesterton","IN","46304"
"Kiwis Flowers","Dunkirk","IN","47336"
"Heffernan Morgan","Chicago","IL","60603"
"A Touch of Grace Flowers Gifts More","Bloomington","IN","47403"
"Eden Floral Events","Dyer","IN","46311"
"Sunshine Uniques","Decatur","IN","46733"
"Dale Pharmacy","Dale","IN","47523"
"Delphi Greenhouse","Delphi","IN","46923"
"Gillespie Florists","Danville","IN","46122"
"Edinburgh Flower Gift Shop","Edinburgh","IN","46124"
"Hennings Greenhouses","Demotte","IN","46310"
"Terra Flowers Miami","Miami","FL","33155"
"Fauwbush Greenhouses Flower Shop","Eckerty","IN","47116"
"Giant Eagle","Carmel","IN","46032"
"Milligan's Flowers Gifts","Crawfordsville","IN","47933"
"Elberfeld Garden Florists and Garden Center","Elberfeld","IN","47613"
"Columbus Florist","Columbus","IN","47201"
"Dunkirk Flowers Gifts","Dunkirk","IN","47336"
"Uptown Flower Market","Decatur","IN","46733"
"Mimosa Tree","Ellettsville","IN","47429"
"Ronsley Special Events Aka Ronsley Inc","Chicago","IL","60603"
"All Occasion Flowers Gifts","Edinburgh","IN","46124"
"Goldsberry's II Flower Shop","Elwood","IN","46036"
"Petals Boutique Flowers","Dyer","IN","46311"
"Potter's Crossing","Delphi","IN","46923"
"Judi's Bloomers","Demotte","IN","46310"
"Matzke Florist","Elkhart","IN","46516"
"Dale Florist Gifts","Dale","IN","47523"
"White House Flowers Gifts","Bloomington","IN","47401"
"Just Because... Flowers Gifts More","Crawfordsville","IN","47933"
"Elberfeld Garden Florists","Elberfeld","IN","47613"
"County Line Flowers and Greenhouse","Farmersburg","IN","47850"
"Flowers From the Woods","Columbus","IN","47201"
"Lone Oak Gardens","Fairmount","IN","46928"
"Flower Shoppe","Ellettsville","IN","47429"
"House of Ivy Florist Flower Delivery","Elwood","IN","46036"
"More Than Flowers Miami Florist and Flower delivery","Miami","FL","33131"
"Ferdinand House of Flowers","Ferdinand","IN","47532"
"Ritter's Flowers Gifts","Decatur","IN","46733"
"Floral Frosting","Chicago","IL","60612"
"Flowers More","Evansville","IN","47710"
"Home Again Flowers and Gifts","Edinburgh","IN","46124"
"Dyer Florist and Gifts","Dyer","IN","46311"
"Aaro's Flowers Tuxedo Rental","Farmland","IN","47340"
"Linton's Floral Interior Decor","Elkhart","IN","46516"
"Dale Pharmacy","Dale","IN","47523"
"Judy's Flowers and Gifts","Bloomington","IN","47404"
"County Line Greenhouse","Farmersburg","IN","47850"
"The Backway to Wren Floral Gift Shop","Decatur","IN","46733"
"Flower's By Suze","Fishers","IN","46038"
"Flowers Friends","Flora","IN","46929"
"Columbus Florist and Gifts","Columbus","IN","47201"
"Love's Flowers Inc","Elwood","IN","46036"
"Flowers Gifts by Diana","Edinburgh","IN","46124"
"Sarkey's Florist","Dyer","IN","46311"
"Avant-Gardens","Miami","FL","33155"
"Seed Media Arts","Chicago","IL","60607"
"Floral Designs by Gina","Farmland","IN","47340"
"Floral Designs By Michael","Elkhart","IN","46516"
"April Flowers","Fowler","IN","47944"
"Fruit Flowers","Chicago","IL","60602"
"Flower Shoppe","Flora","IN","46929"
"Mary M's Flowers","Bloomington","IN","47403"
"A Kelley Florist","Columbus","IN","47203"
"Efflorescence","Fishers","IN","46038"
"Ladybugs and Lollipops Flower Shop","Fortville","IN","46040"
"Elwood Florist and Gifts","Elwood","IN","46036"
"Knox Flowers and Decor","Frankfort","IN","46041"
"Encanto Floral","Elkhart","IN","46516"
"Party Details, LLC","Miami","FL","33177"
"Country Color Floral Gifts","Francesville","IN","47946"
"Hitch's Greenhouse","Fredericksburg","IN","47120"
"The Added Touch","Frankton","IN","46044"
"Enflora","Fishers","IN","46037"
"J P Parker Flowers","Franklin","IN","46131"
"Rosary Floral Shop","Chicago","IL","60612"
"Whipker's Market Greenhouse","Columbus","IN","47201"
"Jennifer's Flower Boutique Inc","Fortville","IN","46040"
"Elwood Florist and Gifts","Elwood","IN","46036"
"The Flower Pot Garden Center","Garrett","IN","46738"
"Encanto Floral","Elkhart","IN","46517"
"Hamby Charles E","Galveston","IN","46932"
"Dolly's Florist","Miami","FL","33168"
"Knox Flower Shop","Frankfort","IN","46041"
"Allen's Florist","Gary","IN","46404"
"The Added Touch","Frankton","IN","46044"
"Sanders Sons Masonry Specialists","Franklin","IN","46131"
"Chicago Flowers","Chicago","IL","60606"
"Florabella Flowers Gifts","Fortville","IN","46040"
"Flowers From the Woods","Columbus","IN","47201"
"Floradashery","Granger","IN","46530"
"Simply Elegant Bouquets","Fishers","IN","46038"
"Artful Blooms","Gosport","IN","47433"
"Encanto Floral","Elkhart","IN","46517"
"Goshen Floral Gift Shop Inc","Goshen","IN","46526"
"Joy Florals","Galveston","IN","46932"
"Bougainvillas Fernando","Miami","FL","33175"
"Cottage Florist Gifts","Evansville","IN","47714"
"Silver Bell Flowers","Greencastle","IN","46135"
"The Flower Market","Greenwood","IN","46142"
"1-800-FLOWERS.COM","Chicago","IL","60602"
"Heather's Flowers","Frankfort","IN","46041"
"Bud and Bloom Florist","Franklin","IN","46131"
"House of Ivy Floral Gifts","Elwood","IN","46036"
"Niamonni Florist","Gary","IN","46407"
"McNamara Florists","Fishers","IN","46037"
"Snodgrass Floral","Evansville","IN","47715"
"Brawner Greenhouse","Fortville","IN","46040"
"Penny's Florist Home Decor More","Greenfield","IN","46140"
"Oria's Flowers","Griffith","IN","46319"
"Claudia's Flora Bunda Inc","Columbus","IN","47201"
"West View Florist Inc","Elkhart","IN","46514"
"Designs By Yolanda Inc Plant Leasing","Miami","FL","33145"
"Ambler Hill Florists","Greencastle","IN","46135"
"Hutsonville Florist and Gifts","Chicago","IL","60602"
"Jacksons Nursery, Inc.","Greensburg","IN","47240"
"The Sparrow Florist","Frankfort","IN","46041"
"Giant Eagle","Elwood","IN","46036"
"Ivy Vine Florist","Hanover","IN","47243"
"Gabies Love Flowers","Gary","IN","46404"
"Lamar Florists","Hagerstown","IN","47346"
"McNamara Florist (Fishers)","Fishers","IN","46038"
"Just Ann's","Evansville","IN","47714"
"Andree's Florists","Greenfield","IN","46140"
"Eitel's Florist","Greencastle","IN","46135"
"Flowers By Lois","Columbus","IN","47203"
"An-Dee's Floral","Griffith","IN","46319"
"A Lily's Dew Drop Flower Shop","Harlan","IN","46743"
"Surprise In A Balloon","Elkhart","IN","46516"
"Shima Flowers Supplies","Miami","FL","33166"
"Log Cabin Florist","Greensburg","IN","47240"
"Steve's Flowers Gifts","Greenwood","IN","46142"
"Jim Hipp Nursery","Haubstadt","IN","47639"
"Chicago's Wholesale Florist","Chicago","IL","60612"
"Candy Bouquet","Fishers","IN","46037"
